WSN,WS Name,Agency,County,Population Served, Service Connections, Total Funding Request,latitude,longitude, Completed Date
5500077,SLIDE INN SNOWBOWL WATER CO,DISTRICT 11 - MERCED,TUOLUMNE,417,153,N/A,37.9768028,-120.3666099,Have not applied
4010028,SLO CSA NO. 16 - SHANDON,DISTRICT 06 - SANTA BARBARA,SAN LUIS OBISPO,1347,340,N/A,35.2820903,-120.6601636,Have not applied
4010024,SLO CWWD NO. 23 - SANTA MARGARITA,DISTRICT 06 - SANTA BARBARA,SAN LUIS OBISPO,1259,503,N/A,35.2820903,-120.6601636,Have not applied
4010901,SLOCSA #10A - CAYUCOS,DISTRICT 06 - SANTA BARBARA,SAN LUIS OBISPO,1200,771,N/A,35.2820903,-120.6601636,Have not applied
1910006,SO. CAL. EDISON CO.-SANTA CATALINA,DISTRICT 16 - CENTRAL,LOS ANGELES,4096,1886,N/A,33.3614631,-118.4396756,Have not applied
5602130,SOLANO VERDE MUTUAL WATER CO,DISTRICT 06 - SANTA BARBARA,VENTURA,100,34,N/A,34.2222775,-119.0687659,Have not applied
2710011,SOLEDAD  CITY OF,DISTRICT 05 - MONTEREY,MONTEREY,16729,4139,N/A,36.4176405,-121.3998995,Have not applied
4210013,SOLVANG WATER DIVISION,DISTRICT 06 - SANTA BARBARA,SANTA BARBARA,5792,2190,N/A,34.5935985,-120.1414736,Have not applied
4910012,SONOMA  CITY OF,DISTRICT 18 - SONOMA,SONOMA,11923,4336,N/A,38.2927734,-122.4577368,Have not applied
4410017,SOQUEL CREEK WATER DISTRICT,DISTRICT 05 - MONTEREY,SANTA CRUZ,40644,14464,N/A,36.9870479,-121.9500526,Have not applied
3010042,SOUTH COAST WATER DISTRICT,DISTRICT 08 - SANTA ANA,ORANGE,34232,12347,N/A,33.5057359,-117.7424914,Have not applied
5403113,SOUTH FORK ESTATES MUTUAL WATER CO,DISTRICT 24 - TULARE,TULARE,92,39,N/A,36.4495198,-118.7198004,Have not applied
2810004,ST. HELENA  CITY OF,DISTRICT 03 - MENDOCINO,NAPA,6152,2547,N/A,38.4991522,-122.4663394,Have not applied
1910205,SUBURBAN WATER SYSTEMS-SAN JOSE,DISTRICT 07 - HOLLYWOOD,LOS ANGELES,171182,39981,N/A,34.103624,-117.8733553,Have not applied
4810005,SUISUN-SOLANO WATER AUTHORITY,DISTRICT 04 - SAN FRANCISCO,SOLANO,29917,8711,N/A,38.3939412,-121.9561729,Have not applied
1910157,SUNNY SLOPE WATER CO.,DISTRICT 15 - METROPOLITAN,LOS ANGELES,30700,6325,N/A,34.1299874,-118.0886561,Have not applied
3510003,SUNNYSLOPE COUNTY WATER DIST,DISTRICT 05 - MONTEREY,SAN BENITO,22902,6579,N/A,36.8171246,-121.367609,Have not applied
1700536,SUNRISE SHORE MUTUAL WATER COMPANY,DISTRICT 03 - MENDOCINO,LAKE,83,42,N/A,38.9377591,-122.6554917,Have not applied
5100107,SUTTER CO. WWD#1 (ROBBINS),DISTRICT 21 - VALLEY,SUTTER,339,94,N/A,39.1436342,-121.6402134,Have not applied
5110007,SUTTER COMMUNITY S.D.,DISTRICT 21 - VALLEY,SUTTER,2904,1080,N/A,39.1812574,-121.7993168,Have not applied
3110049,TAHOE PARK WATER CO - SKYLAND/NIELSEN,DISTRICT 02 - LASSEN,PLACER,50,92,N/A,38.6396409,-121.0704805,Have not applied
2710023,TASCO SPRECKELS WATER COMPANY,DISTRICT 05 - MONTEREY,MONTEREY,1079,328,N/A,36.7,-121.67,Have not applied
3310074,TEMESCAL VALLEY WATER DISTRICT,DISTRICT 20 - RIVERSIDE,RIVERSIDE,19034,5941,N/A,33.7944621,-117.4954154,Have not applied
4010019,TEMPLETON CSD,DISTRICT 06 - SANTA BARBARA,SAN LUIS OBISPO,9322,2957,N/A,35.5316951,-120.7464897,Have not applied
3610048,TERRACE WATER COMPANY,DISTRICT 13 - SAN BERNARDINO,SAN BERNARDINO,2000,605,N/A,34.0800039,-117.3428026,Have not applied
1900154,TIERRA BONITA MUTUAL WATER,LPA49 - LA COUNTY,LOS ANGELES,75,32,N/A,34.6690411,-118.0326516,Have not applied
1910213,TORRANCE-CITY  WATER DEPT.,DISTRICT 15 - METROPOLITAN,LOS ANGELES,108649,26253,N/A,33.8456082,-118.3430901,Have not applied
1910159,TRACT 180 MUTUAL WATER CO.,DISTRICT 07 - HOLLYWOOD,LOS ANGELES,14000,1184,N/A,33.9699972,-118.1869366,Have not applied
1910160,TRACT 349 MUTUAL WATER CO.,DISTRICT 07 - HOLLYWOOD,LOS ANGELES,7500,922,N/A,33.9607527,-118.1867066,Have not applied
5400903,TRACT 92  CSD,DISTRICT 24 - TULARE,TULARE,500,93,N/A,36.3036623,-119.205924,Have not applied
3500509,TRES PINOS CWD,DISTRICT 05 - MONTEREY,SAN BENITO,350,116,N/A,36.7770944,-121.1366715,Have not applied
2910003,TRUCKEE-DONNER PUD  MAIN,DISTRICT 09 - SACRAMENTO,NEVADA,36730,13293,N/A,39.3265231,-120.2129485,Have not applied
5510001,TUD - SONORA/JAMESTOWN WATER SYSTEM,DISTRICT 11 - MERCED,TUOLUMNE,10396,5053,N/A,37.9619439,-120.3244065,Have not applied
5010019,TURLOCK  CITY OF,DISTRICT 10 - STOCKTON,STANISLAUS,74297,19038,N/A,37.4921487,-120.8469533,Have not applied
5510005,TWAIN HARTE COMMUNITY SERVICES DISTRICT,DISTRICT 11 - MERCED,TUOLUMNE,2226,1582,N/A,38.0380251,-120.2304955,Have not applied
3610049,TWENTYNINE PALMS WATER DISTRICT,DISTRICT 13 - SAN BERNARDINO,SAN BERNARDINO,18795,7437,N/A,34.1356099,-116.0542941,Have not applied
2310003,UKIAH  CITY OF,DISTRICT 03 - MENDOCINO,MENDOCINO,15995,4781,N/A,39.1468284,-123.2102073,Have not applied
510001,UNION PUBLIC UTILITY DISTRICT,DISTRICT 10 - STOCKTON,CALAVERAS,4620,1679,N/A,38.1374157,-120.4628075,Have not applied
3710002,VALLECITOS WD,DISTRICT 14 - SAN DIEGO,SAN DIEGO,105513,21927,N/A,33.1437187,-117.1799431,Have not applied
3710026,VALLEY CENTER MWD,DISTRICT 14 - SAN DIEGO,SAN DIEGO,28507,9023,N/A,33.2300939,-117.0087877,Have not applied
510010,VALLEY SPRINGS PUD,DISTRICT 10 - STOCKTON,CALAVERAS,900,263,N/A,38.1922157,-120.8318738,Have not applied
1500569,VALLEY VIEW ESTATES MUTUAL WATER CO,DISTRICT 19 - TEHACHAPI,KERN,94,50,N/A,35.224821,-118.61481,Have not applied
1510029,VAUGHN WC INC,DISTRICT 12 - VISALIA,KERN,33420,11099,N/A,35.3777638,-119.1138208,Have not applied
5610023,VENTURA WWD NO. 8 - SIMI VALLEY,DISTRICT 06 - SANTA BARBARA,VENTURA,94738,25667,N/A,34.2856206,-118.8112464,Have not applied
1910167,VERNON-CITY  WATER DEPT.,DISTRICT 15 - METROPOLITAN,LOS ANGELES,28000,1077,N/A,34.0047215,-118.2308703,Have not applied
3610052,VICTORVILLE WATER DISTRICT,DISTRICT 13 - SAN BERNARDINO,SAN BERNARDINO,124653,36668,N/A,34.51403,-117.36324,Have not applied
4400595,VILLA DEL MONTE MWC,DISTRICT 05 - MONTEREY,SANTA CRUZ,419,127,N/A,36.778261,-119.4179324,Have not applied
5610029,VINEYARD AVENUE ACRES MWC,DISTRICT 06 - SANTA BARBARA,VENTURA,1820,336,N/A,34.22,-119.18,Have not applied
2400201,VOLTA COMMUNITY SD,DISTRICT 11 - MERCED,MERCED,156,44,N/A,37.0583373,-120.8499249,Have not applied
1510021,WASCO  CITY OF,DISTRICT 12 - VISALIA,KERN,24046,5242,N/A,35.5924785,-119.3341776,Have not applied
4410011,WATSONVILLE  CITY OF,DISTRICT 05 - MONTEREY,SANTA CRUZ,65384,14474,N/A,36.8879028,-121.7835407,Have not applied
4300543,WEST SAN MARTIN WATER WORKS INC,DISTRICT 17 - SANTA CLARA,SANTA CLARA,1173,317,N/A,37.068293,-121.61994,Have not applied
4110027,WESTBOROUGH WATER DISTRICT,DISTRICT 17 - SANTA CLARA,SAN MATEO,14050,3866,N/A,37.65,-122.41,Have not applied
3610053,WESTERN HEIGHTS WATER COMPANY,DISTRICT 13 - SAN BERNARDINO,SAN BERNARDINO,7521,2340,N/A,34.0305062,-117.0981398,Have not applied
1910173,WHITTIER-CITY  WATER DEPT.,DISTRICT 07 - HOLLYWOOD,LOS ANGELES,49954,11562,N/A,33.9748392,-118.0333377,Have not applied
1500455,WILLIAM FISHER MEMORIAL WATER COMPANY,DISTRICT 19 - TEHACHAPI,KERN,56,16,N/A,35.3129204,-119.0544933,Have not applied
4910017,WINDSOR  TOWN OF,DISTRICT 18 - SONOMA,SONOMA,28397,8965,N/A,38.5467657,-122.8197329,Have not applied
5410020,WOODLAKE  CITY OF,DISTRICT 24 - TULARE,TULARE,7950,1957,N/A,36.4182968,-119.0985815,Have not applied
5400647,YOKOHL MUTUAL WATER CO,DISTRICT 24 - TULARE,TULARE,95,32,N/A,36.3144529,-119.3023683,Have not applied
5700615,YOLO CO HOUSING AUTHORITY-EL RIO VILLA,LPA87 - YOLO COUNTY,YOLO,432,113,N/A,38.6769816,-121.7906836,Have not applied
3610055,YUCAIPA VALLEY WATER DISTRICT,DISTRICT 13 - SAN BERNARDINO,SAN BERNARDINO,51558,13462,N/A,34.0593543,-117.0087877,Have not applied
